04/10/2014, POSSESSION OF ALCOHOL BY A MINOR, 04/10/2014, 23:48, 68 CHURCH ST, Closed, 0114017350-OF
04/10/2014, THEFT-BICYCLE, 04/10/2014, 11:00, 206 ELM ST, Closed, 0214000800-OF
04/11/2014, THEFT-GREATER-FROM MOTOR VEHICLE-NON AUTO, 12/15/2013, 09:00, 344 WINCHESTER AVE, Closed, 0214000806-OF
04/12/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 04/12/2014, 02:37, 289 CROWN ST, Closed by Arrest, 0114017598-OF
04/12/2014, DISPUTE-NO DISTURBANCE, 04/12/2014, 14:19, 475 COLLEGE ST, Closed, 0214000816-OF
04/13/2014, HARASSMENT, 04/13/2014, 02:52, 37 LYNWOOD PL, Closed, 0114017821-OF
04/12/2014, TRESPASSING, 04/12/2014, 06:36, 10 AMISTAD ST, Closed, 0214000813-OF
04/13/2014, THEFT GREATER MISCELLANEOUS, 04/13/2014, 10:00, 120 HIGH ST, Open, 0214000823-OF
04/13/2014, THEFT-GREATER-BICYCLES, 04/11/2014, 20:00, 74 HIGH ST, Closed, 0114017928-OF
04/13/2014, BURGLARY-COMMERCIAL-FO RCIBLE, 04/13/2014, 19:30, 1032 CHAPEL ST, Closed, 0214000826-OF
04/14/2014, BURGLARY-NOTHING TAKEN, 04/14/2014, 10:28, 250 CHURCH ST, Open, 0214000836-OF
04/14/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/09/2014, 15:00, 304 YORK ST, Open, 0214000840-OF
04/14/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/10/2014, 12:00, 800 HOWARD AVE, Open, 0214000841-OF
04/14/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 04/10/2014, 20:00, 344 COLLEGE ST, Open, 0214000842-OF
04/14/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 04/14/2014, 16:29, 367 CEDAR ST, Closed, 0214000845-OF
04/14/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/14/2014, 10:39, 15 PROSPECT ST, Closed, 0214000839-OF
04/15/2014, THEFT-BICYCLE, 04/12/2014, 23:59, 242 ELM ST, Closed, 0214000855-OF
04/15/2014, THEFT UNIVERSITY ACADEMIC BUILDING, 04/15/2014, 16:27, 272 WHITNEY AVE, Closed, 0214000859-OF
04/16/2014, THEFT-RESIDENCE, 04/16/2014, 00:53, 23 LAKE PL, Closed, 0114018268-OF
04/15/2014, SEXUAL CONTACT FORCIBLE OR WITHOUT CONSENT, 02/28/2014, 00:01, OFF CAMPUS, Closed, 14-11-OF
04/08/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 03/14/2014, 10:37, 205 ELM ST, Open, 0214000778-OF
04/15/2014, SEXUAL CONTACT FORCIBLE OR WITHOUT CONSENT, 02/06/2011, 00:01, ON CAMPUS, Closed, 14-12-OF
04/16/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/16/2014, 16:28, 800 HOWARD AVE, Closed, 0214000872-OF
04/17/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 04/17/2014, 01:30, 97 HIGH ST, Closed by Arrest, 0114018414-OF
04/17/2014, THEFT UNIVERSITY ACADEMIC BUILDING, 04/03/2014, 16:00, 75 CENTRAL AVE, Closed, 0214000874-OF
04/17/2014, WANTED PERSON NEW HAVEN, 04/17/2014, 10:37, 319 MANSFIELD ST, Closed by Arrest, 0114005366-OF
04/18/2014, BREACH OF PEACE, 04/18/2014, 07:48, 67 HIGH ST, Closed by Arrest, 0214000881-OF
04/19/2014, POSSESSION OF MARIJUANA, 04/19/2014, 21:23, 1178 CHAPEL ST, Closed, 0114018906-OF
04/19/2014, DISORDERLY CONDUCT, 04/19/2014, 21:42, 300 COLLEGE ST, Closed, 0214000895-OF
04/19/2014, FORGERY OF GOVERNMENT INSTRUMENTS, 04/19/2014, 23:59, 31 DIXWELL AVE, Closed by Arrest, 0114018939-OF
04/19/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 04/19/2014, 23:50, 150 YORK ST, Closed by Arrest, 0214000896-OF
04/20/2014, TRESPASSING, 04/20/2014, 01:54, 261 PARK ST, Closed, 0214000900-OF
04/20/2014, CRIMINAL MISCHIEF-PUBLIC PROPERTY, 04/20/2014, 19:20, 40 ASHMUN ST, Open, 0214000905-OF
04/20/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 04/20/2014, 19:12, 19 TOWER PKY, Closed, 0214000906-OF
04/20/2014, POSSESSION OF MARIJUANA, 04/20/2014, 22:16, 66 ASHMUN ST, Closed, 0214000908-OF
Date Reported, TRESPASSING, Date Occurred, 00:38, 227 GROVE ST, Open, 0114019480-OF
04/23/2014, OTHER INVESTIGATION, 04/23/2014, 08:40, 800 HOWARD AVE, Closed, 0214000926-OF
04/23/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/23/2014, 17:00, 230 SOUTH FRONTAGE RD, Closed, 0214000927-OF
04/23/2014, SEX ASSAULT-FORCIBLE, 04/17/2014, 00:01, CAMPUS RESIDENTIAL BUILDI, Closed, 14-14-OF
04/21/2014, SEX ASSAULT-FORCIBLE, 04/01/2013, 00:00, OFF CAMPUS, Closed, 14-15-OF
04/21/2014, DISPUTE-NO DISTURBANCE, 04/01/2014, 16:02, 40 TEMPLE ST, Open, 0214000930-OF
04/24/2014, POSSESSION OF MARIJUANA, 04/24/2014, 01:19, 1226 CHAPEL ST, Closed by Arrest, 0114019650-OF
04/24/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 04/24/2014, 01:53, 1 SACHEM ST, Closed by Arrest, 0114019651-OF
04/24/2014, OPERATING MOTOR VEHICLE WITHOUT OWNER'S, 04/24/2014, 13:49, 319 CROWN ST, Open, 0214000944-OF
02/04/2014, OTHER INVESTIGATION, 07/01/2013, 11:38, 60 COLLEGE ST, Closed, 0214000285-OF
04/24/2014, SEX ASSAULT W/O CONSENT, 03/22/2013, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 14-16-OF
04/24/2014, THREATENING, 04/24/2014, 18:18, 189 ELM ST, Open, 0214000946-OF
04/25/2014, POSSESSION OF MARIJUANA, 04/25/2014, 01:24, 185 ELM ST, Closed by Arrest, 0114019854-OF
04/25/2014, HARASSMENT, 04/21/2014, 08:00, 121 WALL ST, Closed, 0214000948-OF
04/24/2014, SEX ASSAULT-FORCIBLE, 09/01/2012, 00:01, UNKNOWN, Closed, 14-17-OF
04/25/2014, THEFT-GREATER-PUBLIC BUILDING, 04/25/2014, 14:46, 1080 CHAPEL ST, Open, 0214000950-OF
04/25/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/25/2014, 15:01, 300 CEDAR ST, Open, 0214000952-OF
04/25/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 04/15/2014, 14:39, 789 HOWARD AVE, Open, 0214000953-OF
04/26/2014, BREACH OF PEACE, 04/26/2014, 01:14, 327 GEORGE ST, Closed by Arrest, 0114020063-OF
04/26/2014, TRESPASSING, 04/26/2014, 02:22, 74 HIGH ST, Closed by Arrest, 0214000957-OF
04/26/2014, THEFT GREATER MISCELLANEOUS, 04/26/2014, 11:00, 70 TOWER PKWY, Closed, 0214000959-OF
04/26/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 04/26/2014, 19:07, 206 ELM ST, Closed, 0214000969-OF
04/26/2014, OTHER INVESTIGATION, 04/26/2014, 22:07, 365 TEMPLE ST, Closed, 0114020254-OF
04/27/2014, HARASSMENT, 04/27/2014, 07:40, 505 COLLEGE ST, Closed, 0214000976-OF
04/28/2014, POSSESSION OF HEROIN, 04/28/2014, 01:20, 18 TOWER LN, Closed by Arrest, 0114020454-OF
04/28/2014, RESIDENCE BUILDING, 04/28/2014, 16:00, 344 COLLEGE ST, Closed, 0214000980-OF
04/28/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 04/28/2014, 15:28, 409 PROSPECT ST, Closed, 0214000983-OF
04/28/2014, RESIDENCE BUILDING, 04/28/2014, 15:50, 29 TOWER PKWY, Closed, 0214000984-OF
04/29/2014, SIMPLE ASSAULT, 04/29/2014, 01:27, WALL ST, Closed, 0114020613-OF
04/29/2014, BREACH OF PEACE, 04/29/2014, 03:00, 345 TEMPLE ST, Closed, 0214000987-OF
04/29/2014, BREACH OF PEACE, 04/29/2014, 22:45, 248 YORK ST, Closed by Arrest, 0214001000-OF
04/30/2014, THEFT-GREATER-FROM MOTOR VEHICLE, 04/29/2014, 08:30, 579 PROSPECT ST, Open, 0214001006-OF
04/30/2014, THEFT-BICYCLE, 04/30/2014, 12:40, 189 ELM ST, Closed, 0214001008-OF
Date Reported, POSSESSION OF DANGEROUS OR CONTROLLED DRUGS, Date Occurred, 04:24, 198 ELM ST, Closed, 0214000712-OF
03/30/2014, OTHER MISCELLANEOUS, 04/30/2014, 11:31, 125 MANSFIELD ST, Open, 0214001019-OF
05/02/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 05/02/2014, 01:45, 241 ELM ST, Closed, 0214001027-OF
05/02/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 05/02/2014, 01:06, HOWE ST, Closed by Arrest, 0114021129-OF
05/02/2014, THEFT-GREATER-FROM PERSON, 05/02/2014, 18:19, 1265 CHAPEL ST, Closed by Arrest, 0114021256-OF
05/02/2014, HARASSMENT, 05/02/2014, 14:17, 55 LOCK ST, Closed, 0214001030-OF
05/04/2014, FORGERY-OTHER (CHECKS, MOTOR VEHICLE, 05/04/2014, 02:11, ELM ST, Closed by Arrest, 0114021601-OF
05/04/2014, POSSESSION OF MARIJUANA, 05/04/2014, 23:45, ELM ST, Closed, 0114021747-OF
05/05/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 05/05/2014, 01:16, ELM ST, Closed by Arrest, 0114021753-OF
05/05/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/03/2014, 12:00, 20 YORK ST, Open, 0214001045-OF
05/05/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/05/2014, 15:10, 345 TEMPLE ST, Closed, 0214001049-OF
05/05/2014, HARASSMENT, 05/05/2014, 16:53, 55 LOCK ST, Closed, 0214001052-OF
05/05/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/05/2014, 15:27, 1156 CHAPEL ST, Open, 0214001050-OF
05/05/2014, POSSESSION OF MARIJUANA, 05/05/2014, 18:45, 925 CHAPEL ST, Closed by Arrest, 0114021877-OF
05/06/2014, TRESPASSING, 05/06/2014, 14:01, 345 EDWARDS ST, Closed by Arrest, 0214001068-OF
05/05/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/05/2014, 20:11, 1156 CHAPEL ST, Closed, 0214001055-OF
05/06/2014, POSSESSION OF MARIJUANA, 05/06/2014, 15:11, 139 ASHMUN ST, Closed by Arrest, 0114022009-OF
05/05/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/05/2014, 20:26, 1156 CHAPEL ST, Closed, 0214001056-OF
05/06/2014, DISPUTE-NO DISTURBANCE, 05/06/2014, 17:46, 55 LOCK ST, Closed, 0214001070-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 10:19, 206 ELM ST, Closed, 0214001072-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 11:23, 74 HIGH ST, Closed, 0214001074-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 14:39, 1035 CHAPEL ST, Closed, 0214001075-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 17:22, 345 TEMPLE ST, Closed, 0114022183-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 19:19, 100 TOWER PKY, Closed, 0214001080-OF
05/07/2014, POSSESSION OF NARCOTICS-GENERAL, 05/07/2014, 20:28, DIXWELL AVE, Closed by Arrest, 0114022220-OF
05/07/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/07/2014, 21:36, 198 ELM ST, Closed, 0214001081-OF
05/08/2014, HARASSMENT, 05/08/2014, 09:24, 37 COLLEGE ST, Open, 0214001082-OF
05/08/2014, BREACH OF PEACE, 05/07/2014, 11:31, 55 PROSPECT ST, Closed, 0214001085-OF
05/08/2014, DISORDERLY CONDUCT, 05/08/2014, 15:46, 800 HOWARD AVE, Closed, 0114022329-OF
05/08/2014, POSSESSION OF DANGEROUS OR CONTROLLED DRUGS, 05/08/2014, 18:50, 250 TEMPLE ST, Closed by Arrest, 0114022388-OF
05/08/2014, WARRANT SERVICE, 05/08/2014, 18:50, 150 TEMPLE ST, Closed by Arrest, 0114010916-OF
05/09/2014, DISPUTE-NO DISTURBANCE, 05/09/2014, 00:15, 344 COLLEGE ST, Closed, 0214001091-OF
05/09/2014, BURGLARY-RESIDENCE-NON FORCIBLE, 05/09/2014, 15:23, 248 YORK ST, Closed, 0214001097-OF
05/09/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 05/09/2014, 16:36, 219 PROSPECT ST, Closed, 0214001099-OF
05/09/2014, POSSESSION OF ALCOHOL BY A MINOR, 05/09/2014, 23:06, 66 ASHMUN ST, Closed by Arrest, 0214001102-OF
05/09/2014, THEFT-BICYCLE, 05/09/2014, 23:50, 110 WALL ST, Closed, 0214001103-OF
05/10/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/10/2014, 20:03, 248 YORK ST, Closed, 0214001108-OF
05/11/2014, POSSESSION OF MARIJUANA, 05/11/2014, 01:12, 97 HIGH ST, Closed by Arrest, 0114022815-OF
05/11/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 05/10/2014, 12:00, 251 DERBY AVE, Closed, 0214001110-OF
05/11/2014, INTERFERING WITH AN OFFICER, 05/11/2014, 06:27, 97 HIGH ST, Closed by Arrest, 0114022832-OF
05/11/2014, THEFT-BICYCLE, 05/10/2014, 19:00, 386 PROSPECT ST, Open, 0214001112-OF
05/11/2014, BURGLARY-RESIDENCE-NON FORCIBLE, 05/06/2014, 08:00, 248 YORK ST, Closed, 0214001113-OF
05/12/2014, ROBBERY-STRT-NO WEAPON, 05/11/2014, 23:50, 97 WALL ST, Open, 0214001115-OF
05/12/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 05/12/2014, 12:00, 189 ELM ST, Closed, 0214001120-OF
05/12/2014, THEFT-GREATER-ATTEMPTED, 05/12/2014, 12:55, 219 PROSPECT ST, Closed, 0214001121-OF
05/12/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 05/12/2014, 21:58, 71 WALL ST, Closed, 0214001126-OF
05/12/2014, SEX ASSAULT-FORCIBLE, 11/08/2013, 00:00, CAMPUS RESIDENTIAL BLDG, Open, 14-20-OF
05/13/2014, THREATENING, 05/13/2014, 15:04, 789 HOWARD AVE, Closed, 0214001132-OF
05/14/2014, POSSESSION OF NARCOTICS-GENERAL, 05/14/2014, 00:00, 998 CHAPEL ST, Closed by Arrest, 0114023335-OF
05/14/2014, WARRANT SERVICE, 05/14/2014, 05:08, 964 CHAPEL ST, Closed by Arrest, 0107024250-OF
05/14/2014, BREACH OF PEACE, 05/14/2014, 18:25, 185 ELM ST, Closed by Arrest, 0114023467-OF
05/14/2014, CARRYING A CONCEALED WEAPON, 05/14/2014, 18:36, 30 NORTH FRONTAGE RD, Closed by Arrest, 0114023470-OF
05/14/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/14/2014, 20:41, 168 GROVE ST, Closed, 0214001142-OF
05/14/2014, SEX ASSAULT-FORCIBLE, 04/26/2014, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 14-21-OF
05/15/2014, THEFT GREATER MISCELLANEOUS, 05/06/2014, 13:00, 201 ELM ST, Open, 0214001154-OF
05/16/2014, MANUFACTURE OR POSSESSION OF BURGLARY, 05/16/2014, 00:48, 300 GEORGE ST, Closed by Arrest, 0114023724-OF
05/16/2014, THEFT GREATER MISCELLANEOUS, 05/16/2014, 11:00, 367 CEDAR ST, Closed, 0214001158-OF
05/16/2014, THEFT-GREATER-BICYCLES, 05/16/2014, 16:04, 205 ELM ST, Open, 0214001159-OF
05/18/2014, WINDOW BREAKING, 05/18/2014, 08:45, 257 GROVE ST, Closed, 0114024147-OF
05/18/2014, BREACH OF PEACE, 05/18/2014, 15:12, 219 PROSPECT ST, Closed, 0214001167-OF
05/18/2014, THEFT-GREATER-ATTEMPTED, 05/18/2014, 21:08, 53 BROADWAY ST, Closed, 0114024229-OF
05/18/2014, POSSESSION OF NARCOTICS-GENERAL, 05/18/2014, 18:06, PARK ST, Closed by Arrest, 0114024208-OF
05/19/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/19/2014, 15:17, 409 PROSPECT ST, Closed, 0214001175-OF
05/21/2014, POSSESSION OF NARCOTICS-GENERAL, 05/21/2014, 00:26, 84 HOWE ST, Closed, 0114024636-OF
05/21/2014, THEFT-BICYCLE, 05/21/2014, 12:33, 34 HILLHOUSE AVE, Open, 0214001197-OF
05/21/2014, HARASSMENT, 05/21/2014, 17:11, 222 YORK ST, Closed, 0114024778-OF
05/22/2014, TRESPASSING, 05/22/2014, 09:00, 70 TOWER PKY, Closed by Arrest, 0214001202-OF
05/22/2014, BURGLARY-OTHER-NON FORCIBLE, 05/22/2014, 09:47, 76 ASHMUN ST, Closed by Arrest, 0114024946-OF
05/22/2014, TRESPASSING, 05/22/2014, 11:59, 344 WINCHESTER AVE, Closed, 0214001209-OF
05/22/2014, SIMPLE ASSAULT, 05/22/2014, 11:21, 320 YORK ST, Closed by Arrest, 0214001211-OF
05/22/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 05/22/2014, 16:31, 301 PROSPECT ST, Closed, 0214001214-OF
05/23/2014, TRESPASSING, 05/23/2014, 12:30, 344 WINCHESTER AVE, Closed, 0124001209-OF
05/23/2014, THEFT-GREATER-BICYCLES, 05/23/2014, 17:06, 15 PROSPECT ST, Closed, 0214001218-OF
05/24/2014, WARRANT SERVICE, 05/24/2014, 02:24, 114 GOFFE ST, Closed by Arrest, 0113039315-OF
05/24/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/24/2014, 17:00, 67 HIGH ST, Open, 0214001226-OF
05/24/2014, BREACH OF PEACE, 05/24/2014, 23:28, 36 HIGH ST, Closed by Arrest, 0114025683-OF
05/25/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 05/25/2014, 04:03, 1 WHALLEY AVE, Closed by Arrest, 0114025718-OF
05/25/2014, THEFT-GREATER-BICYCLES, 05/25/2014, 15:36, 451 COLLEGE ST, Open, 0114025772-OF
05/25/2014, OTHER INVESTIGATION, 05/25/2014, 16:45, 206 ELM ST, Closed, 0214001229-OF
05/25/2014, ROBBERY-STRT-FIREARM, 05/25/2014, 22:41, 65 DWIGHT ST, Open, 0114025872-OF
05/27/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 05/27/2014, 05:11, 300 CEDAR ST, Closed, 0214001235-OF
05/27/2014, HARASSMENT, 05/24/2014, 15:37, 225 PROSPECT ST, Open, 0214001239-OF
05/27/2014, HARASSMENT, 05/27/2014, 10:46, 221 WHITNEY AVE, Open, 0214001240-OF
05/28/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 05/14/2014, 09:00, 27 HILLHOUSE AVE, Open, 0214001246-OF
05/28/2014, DISORDERLY CONDUCT, 05/28/2014, 16:00, 425 GEORGE ST, Closed by Arrest, 0114026336-OF
05/28/2014, THEFT-GREATER-RESIDENCE, 03/29/2014, 09:00, 224 PARK ST, Closed, 0214001249-OF
05/28/2014, BREACH OF PEACE, 05/28/2014, 19:42, 370 MANSFIELD ST, Closed by Arrest, 0114026408-OF
05/28/2014, BREACH OF PEACE, 05/28/2014, 22:22, 99 TOWER PKY, Closed by Arrest, 0214001251-OF
05/29/2014, HARASSMENT, 05/29/2014, 09:02, 344 WINCHESTER AVE, Closed, 0214001255-OF
05/29/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 05/29/2014, 16:05, 301 PROSPECT ST, Open, 0214001261-OF
05/29/2014, WANTED PERSON OTHER TOWN, 05/29/2014, 21:53, 1126 CHAPEL ST, Closed by Arrest, 0114026659-OF
05/30/2014, TRESPASSING, 05/30/2014, 00:49, 143 ELM ST, Closed, 0214001264-OF
05/30/2014, TRESPASSING, 05/30/2014, 11:21, 15 YORK ST, Closed, 0214001267-OF
05/30/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 05/30/2014, 16:12, 266 WHITNEY AVE, Open, 0214001270-OF
05/30/2014, TRESPASSING, 05/30/2014, 20:08, 70 TOWER PKY, Open, 0214001273-OF
05/31/2014, TRESPASSING, 05/31/2014, 16:49, 1140 CHAPEL ST, Closed by Arrest, 0114027102-OF
06/01/2014, THEFT FROM AUTO, 05/25/2014, 18:00, 291 MANSFIELD ST, Open, 0214001279-OF
06/02/2014, THEFT-GREATER-UNIVERSITY RESIDENCE BUILDING, 06/02/2014, 17:04, 302 YORK ST, Closed, 0214001290-OF
06/02/2014, WANTED PERSON OTHER TOWN, 06/02/2014, 19:48, 55 LOCK ST, Closed by Arrest, 0114027503-OF
06/02/2014, DISORDERLY CONDUCT, 06/02/2014, 19:49, 55 LOCK ST, Closed, 0214001292-OF
06/02/2014, WANTED PERSON OTHER TOWN, 06/02/2014, 21:29, 1129 CHAPEL ST, Closed by Arrest, 0114027533-OF
06/03/2014, SIMPLE ASSAULT, 06/03/2014, 00:00, 300 YORK ST, Closed by Arrest, 0114027551-OF
06/03/2014, THEFT-GREATER-FROM MOTOR VEHICLE-NON AUTO, 05/20/2014, 12:00, 133 MANSFIELD ST, Closed, 0214001298-OF
06/03/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 06/03/2014, 17:07, 1 PROSPECT ST, Closed by Arrest, 0214001304-OF
06/03/2014, BURGLARY-OTHER-NON FORCIBLE, 06/03/2014, 16:35, WHITNEY AVE, Closed by Arrest, 0114027668-OF
06/04/2014, THEFT-BICYCLE, 06/04/2014, 14:17, 79 HOWE ST, Open, 0214001314-OF
06/04/2014, THEFT-GREATER-BICYCLES, 06/04/2014, 14:44, 51 PROSPECT ST, Closed, 0214001315-OF
06/04/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 06/04/2014, 17:32, 165 PROSPECT ST, Open, 0214001317-OF
06/05/2014, POSSESSION OF MARIJUANA, 06/05/2014, 11:01, 252 COLLEGE ST, Closed by Arrest, 0114028024-OF
06/06/2014, HARASSMENT, 06/06/2014, 09:17, 344 WINCHESTER AVE, Closed, 0214001334-OF
06/07/2014, SALE OF DANGEROUS OR CONTROLLED DRUGS, 06/07/2014, 00:42, 302 YORK ST, Closed by Arrest, 0214001339-OF
06/07/2014, POSSESSION OF MARIJUANA, 06/07/2014, 19:51, 149 PARK ST, Closed by Arrest, 0114028526-OF
06/07/2014, WARRANT SERVICE, 06/07/2014, 04:58, 215 PARK ST, Closed by Arrest, 0110019900-OF
06/08/2014, WANTED PERSON OTHER TOWN, 06/08/2014, 01:53, 258 GROVE ST, Closed by Arrest, 0114028604-OF
06/08/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 06/08/2014, 01:24, 258 GROVE ST, Closed by Arrest, 0114028599-OF
06/08/2014, THEFT-BICYCLE, 06/08/2014, 12:15, 35 YORK ST, Open, 0214001347-OF
06/08/2014, BREACH OF PEACE, 06/08/2014, 15:36, 15 BROADWAY ST, Closed, 0114028662-OF
06/09/2014, THEFT-GREATER-ATTEMPTED, 06/09/2014, 00:54, 301 PROSPECT ST, Closed, 0214001350-OF
06/09/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 06/09/2014, 01:21, 109 PARK ST, Closed by Arrest, 0114028753-OF
06/09/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 06/09/2014, 17:11, 57 LOCK ST, Open, 0214001354-OF
06/10/2014, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 06/10/2014, 04:10, 12 AMISTAD ST, Closed, 0214001357-OF
06/10/2014, WANTED PERSON OTHER TOWN, 06/10/2014, 15:48, 333 CEDAR ST, Closed by Arrest, 0114029015-OF
06/10/2014, INTERFERING WITH AN OFFICER, 06/10/2014, 15:28, 333 CEDAR ST, Closed by Arrest, 0214001362-OF
06/11/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 06/10/2014, 21:00, 63 HIGH ST, Open, 0214001366-OF
06/11/2014, BURGLARY-SCHOOL/COLLEGE /UNIVERSITY-NON FORCIBLE, 06/06/2014, 05:00, 367 CEDAR ST, Open, 0214001365-OF
06/11/2014, PUBLIC INDECENCY-INDECENT, 06/11/2014, 10:00, 261 PARK ST, Closed, 0114029148-OF
06/11/2014, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 06/11/2014, 15:39, 110 WALL ST, Closed, 0214001368-OF
06/11/2014, WARRANT SERVICE, 06/11/2014, 19:20, 1184 CHAPEL ST, Closed by Arrest, 0114018632-OF
06/12/2014, THEFT GREATER MISCELLANEOUS, 06/12/2014, 10:52, 344 COLLEGE ST, Open, 0114029331-OF
06/12/2014, THEFT-GREATER-BICYCLES, 06/12/2014, 15:29, 205 ELM ST, Closed by Arrest, 0214001376-OF
06/12/2014, TRESPASSING, 06/12/2014, 18:39, 70 TOWER PKY, Open, 0214001378-OF
06/13/2014, DRIVING WHILE INTOXICATED-ALCOHOL, 06/13/2014, 01:09, 998 CHAPEL ST, Closed by Arrest, 0114029504-OF
06/13/2014, SALE OF DANGEROUS OR CONTROLLED DRUGS, 06/13/2014, 23:33, 304 YORK ST, Closed by Arrest, 0214001390-OF
06/14/2014, POSSESSION OF ALCOHOL BY A MINOR, 06/14/2014, 00:04, 319 YORK ST, Closed, 0114029704-OF
06/14/2014, BREACH OF PEACE, 06/14/2014, 00:25, 65 BROADWAY ST, Closed, 0114029709-OF
06/14/2014, DISPUTE-NO DISTURBANCE, 06/14/2014, 13:21, 70 TOWER PKWY, Closed, 0214001391-OF
06/15/2014, THEFT-GREATER-BICYCLES, 06/15/2014, 13:00, 333 CEDAR ST, Open, 0214001397-OF
06/16/2014, POSSESSION OF NARCOTICS-GENERAL, 06/16/2014, 02:34, 17 BROADWAY ST, Closed by Arrest, 0114030083-OF
06/16/2014, THEFT-GREATER-PUBLIC BUILDING, 06/16/2014, 09:00, 20 YORK ST, Closed, 0214001401-OF
06/18/2014, BREACH OF PEACE, 06/18/2014, 01:13, 1180 CHAPEL ST, Closed by Arrest, 0114030430-OF
06/20/2014, FORGING NARCOTICS PRESCRIPTIONS, 06/20/2014, 11:23, 40 TEMPLE ST, Open, 0214001431-OF
06/20/2014, OTHER INVESTIGATION, 06/20/2014, 15:41, 25 YORK ST, Open, 0214001434-OF
06/20/2014, BREACH OF PEACE, 06/20/2014, 23:34, 66 ASHMUN ST, Closed by Arrest, 0214001439-OF
06/20/2014, WANTED PERSON OTHER TOWN, 06/20/2014, 23:56, COLLEGE ST, Closed by Arrest, 0114031151-OF
06/21/2014, THEFT OF CREDIT CARDS, 06/21/2014, 17:41, 217 PARK ST, Open, 0214001443-OF
06/22/2014, POSSESSION OF MARIJUANA, 06/22/2014, 00:20, 49 HOWE ST, Closed by Arrest, 0114031401-OF
